subject,hemi,ROI,fwhm,fwhm_upper,fwhm_lower,fwhm_central5,fwhm_central10,fwhm_contra,fwhm_ipsi,fwhm_upperContra,fwhm_lowerContra,fwhm_upperIpsi,fwhm_lowerIpsi,CoM_x,CoM_y,centerX,centerY,includedvox,totalvox,proportion20
MG,lh,MTG_limbs,31.37847411,26.09366958,73.90633042,29.49047864,77.40607308,84.97169326,0,23.36592898,61.60576428,2.727740607,12.30056613,10.00337505,-1.598395348,4.572026231,-3.031951591,56,1709,0.034523113
MJH25,lh,MTG_limbs,31.50887893,56.46639511,43.53360489,34.31771894,84.72505092,83.85947047,0,46.99592668,36.86354379,9.470468432,6.6700611,8.018157005,0.278954238,4.460616466,0.792169091,240,988,0.243927126
MN,lh,MTG_limbs,21.13309917,98.75283447,1.247165533,0,41.26984127,100,0,98.75283447,1.247165533,0,0,11.48841,6.720259666,9.056014091,4.857805503,54,1415,0.05795053
MW23,lh,MTG_limbs,30.43456295,37.28165939,62.71834061,24.67248908,70.63318777,95.74235808,0,36.24454148,59.49781659,1.037117904,3.220524017,12.60494709,-2.012732267,6.278657496,-1.524895238,429,1254,0.342105263
MZ23,lh,MTG_limbs,24.60580877,47.69874477,52.30125523,10.62761506,58.57740586,100,0,47.69874477,52.30125523,0,0,12.87740231,2.345691204,8.513212814,-0.216820353,557,1720,0.323837209
NAV22,lh,MTG_limbs,35.81255863,61.42631994,38.57368006,31.04806935,95.58707644,57.84081954,0,35.3427896,22.49802994,26.08353034,16.07565012,5.979866028,6.873724461,1.116349105,1.608292393,271,1653,0.163944344
NC24,lh,MTG_limbs,29.8441533,44.61451247,55.38548753,29.47845805,78.68480726,92.63038549,0,41.60997732,51.02040816,3.004535147,4.365079365,12.19743919,-0.638834059,5.580821984,-0.635285706,281,2043,0.183064121
SP,lh,MTG_limbs,29.09844581,94.44776119,5.552238806,24.8358209,72.59701493,74.80597015,0,69.73134328,5.074626866,24.71641791,0.47761194,7.937979698,7.853180408,2.925362819,5.765065368,508,1880,0.273404255
ST25,lh,MTG_limbs,28.44497681,31.04738155,68.95261845,20.82294264,67.64339152,99.3765586,0,31.04738155,68.32917706,0,0.623441397,13.06751633,-1.762293816,6.792705096,-2.162968247,374,1575,0.247619048
TH,lh,MTG_limbs,29.765793,10.66742727,89.33257273,29.09298346,78.20878494,72.61836851,0,8.956075299,63.66229321,1.711351968,25.67027952,8.55160141,-5.694206238,2.698535767,-5.009058404,173,1788,0.09787472
TL24,lh,MTG_limbs,22.33297647,9.191919192,90.80808081,0,38.58585859,100,0,9.191919192,90.80808081,0,0,12.71504879,-5.438821316,9.739376097,-3.925195858,117,1610,0.07826087
JG24,lh,MTG_limbs,29.65843225,72.85796435,27.14203565,30.53479011,80.56354227,87.4640598,0,62.56469235,24.89936745,10.293272,2.2426682,11.24786186,2.550577402,4.709504131,2.757441449,484,1618,0.301606922
MSH28,lh,MTG_limbs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KG22,lh,MTG_limbs,27.71444713,27.85478548,72.14521452,21.98019802,70.56105611,99.00990099,0,27.85478548,71.15511551,0,0.99009901,6.551744461,-3.582314968,6.451855754,-2.441455738,357,1676,0.214200477
VN26,lh,MTG_limbs,32.63662157,78.53080569,21.46919431,26.30331754,71.23222749,84.40758294,0,64.97630332,19.43127962,13.55450237,2.037914692,10.9810257,2.435217619,4.662059703,3.807442474,450,1433,0.34961619
DRS22,lh,MTG_limbs,13.28365924,100,0,0,2.865329513,100,0,100,0,0,0,12.12608242,6.626591206,11.46118454,5.753018483,51,1659,0.055455093
MBA24,lh,MTG_limbs,34.29986275,39.75075204,60.24924796,33.86334336,98.28104856,59.30382467,0,23.76450365,35.53932101,15.98624839,24.70992694,12.01726151,-5.106687546,1.243703537,-1.399673833,110,893,0.123180291
DF,lh,MTG_limbs,33.57345194,74.33826828,25.66173172,32.39120682,81.69582773,72.49887842,0,52.93853746,19.56034096,21.39973082,6.101390758,9.711894035,5.50357151,3.067628329,3.298508862,198,1069,0.191768007
ENK05/ENK05_190317_19993_time_03_1,rh,IOG_faces,10.94610085,27.31092437,72.68907563,59.24369748,100,100,0,27.31092437,72.68907563,0,0,-4.119208813,-1.236144185,-4.192797287,-0.989916408,65,65,1
CLC06/CLC06_190912_21275_time_04_1,rh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ED07/ED07_190914_21286_time_04_1,rh,IOG_faces,12.83841116,16.61538462,83.38461538,65.23076923,100,100,0,16.61538462,83.38461538,0,0,-2.795440674,-1.702720046,-3.419765769,-1.758050755,77,78,0.987179487
ENK05/ENK05_191208_21930_time_04_1,rh,IOG_faces,12.55444415,0,100,55.44871795,100,85.25641026,0,0,85.25641026,0,14.74358974,-1.596072316,-4.99302578,-1.854468374,-3.954320675,157,162,0.969135802
INW06/INW06_191103_21656_time_04_1,rh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RJ09/RJ09_190914_21289_time_04_1,rh,IOG_faces,16.13416322,38.29787234,61.70212766,0,58.80077369,100,0,38.29787234,61.70212766,0,0,-8.061094284,-0.521786809,-9.173584179,-0.720725655,76,76,1
AOK07/AOK07_191207_21927_time_04_1,rh,IOG_faces,12.51016154,4.838709677,95.16129032,61.29032258,100,100,0,4.838709677,95.16129032,0,0,-3.393618822,-2.722571611,-3.17861435,-2.546873094,271,272,1
CS11/CS11_190203_19652_time_03_1,rh,IOG_faces,15.84105728,14.42885772,85.57114228,81.36272545,100,58.91783567,0,9.018036072,49.8997996,5.410821643,35.67134269,-2.504300833,-2.604612112,-0.591283594,-2.379995444,68,74,0.932432432
GEJA09/GEJA09_190921_21343_time_04_1,rh,IOG_faces,14.34070306,16.91176471,83.08823529,92.89215686,100,39.70588235,0,6.12745098,33.57843137,10.78431373,49.50980392,-0.552942574,-3.635939121,0.571855489,-1.961219542,60,69,0.869565217
MDT09/MDT09_191006_21450_time_03_1,rh,IOG_faces,16.0904923,6.031128405,93.9688716,59.53307393,100,81.3229572,0,5.836575875,75.48638132,0.194552529,18.48249027,-2.944939852,-3.178446293,-2.096029411,-3.161681092,161,163,0.987730061
DAPA10/DAPA10_190112_19476_time_03_1,rh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STM10/STM10_190903_21220_time_03_1,rh,IOG_faces,15.8213475,20.73170732,79.26829268,86.78861789,100,65.04065041,0,14.22764228,50.81300813,6.504065041,28.45528455,-1.282136202,-0.264554203,-0.943714373,-1.88065118,133,134,0.992537313
DAPA10/DAPA10_191012_21490_time_04_1,rh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CGSA11/CGSA11_190921_21340_time_04_1,rh,IOG_faces,23.19451355,70.23474178,29.76525822,11.92488263,63.38028169,100,0,70.23474178,29.76525822,0,0,-6.732563972,-1.657997847,-7.96807068,1.864952881,62,62,1
OS12/OS12_190725_20947_time_06_1,rh,IOG_faces,13.61706336,100,0,24.52830189,100,100,0,100,0,0,0,-2.315186977,4.392039776,-4.143030707,4.460403499,18,40,0.475
CR24,rh,IOG_faces,34.11212847,54.14316703,45.85683297,34.18655098,94.79392625,68.06941432,0,36.70281996,31.36659436,17.44034707,14.49023861,-4.499567986,-1.828307629,-2.447706669,0.556297028,672,763,0.895150721
CS22,rh,IOG_faces,7.212944896,80,20,100,100,69.52380952,0,54.28571429,15.23809524,25.71428571,4.761904762,0.753468096,-0.163819939,-0.589554799,0.912620788,192,226,0.853982301
EM,rh,IOG_faces,20.86990501,40.44289044,59.55710956,27.50582751,90.79254079,100,0,40.44289044,59.55710956,0,0,-1.800438046,-1.832599759,-6.010242568,-0.778381501,532,598,0.93812709
ES,rh,IOG_faces,30.23717963,64.72545757,35.27454243,21.68607876,66.4448142,98.0587909,0,63.06156406,34.99722684,1.663893511,0.277315585,-8.43879509,4.157824993,-6.764545001,1.769115456,70,71,0.985915493
GB23,rh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JEW23,rh,IOG_faces,16.81900451,60.25179856,39.74820144,71.76258993,100,89.20863309,0,53.23741007,35.97122302,7.014388489,3.776978417,-2.72695899,-0.52049613,-2.800479583,0.682654661,275,276,0.996376812
JP23,rh,IOG_faces,30.13818118,12.20865705,87.79134295,31.02108768,80.7436182,68.31298557,0,9.322974473,58.9900111,2.885682575,28.80133185,-4.032589436,-2.642865181,-2.206607777,-4.82688792,618,766,0.886422977
JW,rh,IOG_faces,18.49595526,0,100,22.86135693,90.7079646,89.38053097,0,0,89.38053097,0,10.61946903,-3.252244711,-5.423173428,-3.11332936,-5.696515962,543,564,0.968085106
KM25,rh,IOG_faces,15.93818834,42.40631164,57.59368836,83.43195266,100,83.234714,0,35.70019724,47.53451677,6.706114398,10.0591716,-4.27474308,0.654010355,-2.216811067,-0.452464485,222,247,0.902834008
MG,rh,IOG_faces,10.37540551,0,100,34.5971564,100,100,0,0,100,0,0,-3.59290123,-4.07630825,-3.451938488,-4.142637848,26,27,0.962962963
MJH25,rh,IOG_faces,30.48553589,44.53507341,55.46492659,39.04295813,92.65905383,79.44535073,0,35.61718325,43.82816748,8.917890158,11.63675911,-4.559379101,-1.354425311,-3.675866779,-0.66525043,545,596,0.916107383
MN,rh,IOG_faces,22.43735538,14.44332999,85.55667001,25.47642929,84.55366098,99.49849549,0,14.44332999,85.0551655,0,0.501504514,-2.234505653,-1.055814743,-5.411214683,-3.339918624,663,948,0.720464135
MW23,rh,IOG_faces,26.86466523,84.75524476,15.24475524,18.32167832,66.22377622,99.37062937,0,84.12587413,15.24475524,0.629370629,0,-2.562550545,3.707070351,-6.381029526,3.898596494,151,192,0.786458333
MZ23,rh,IOG_faces,7.653214885,0,100,100,100,62.06896552,0,0,62.06896552,0,37.93103448,-0.59808737,-2.762849569,-0.394969809,-2.498746622,23,88,0.636363636
NAV22,rh,IOG_faces,16.33288517,69.66292135,30.33707865,34.26966292,100,100,0,69.66292135,30.33707865,0,0,-3.525194168,1.276615024,-5.33470559,1.285413538,161,164,0.981707317
NC24,rh,IOG_faces,28.93321033,68.47826087,31.52173913,18.1763285,62.5,100,0,68.47826087,31.52173913,0,0,-9.502942085,3.538941145,-7.322078686,2.125135676,61,90,0.677777778
SP,rh,IOG_faces,18.58332947,38.88070692,61.11929308,25.92047128,94.69808542,100,0,38.88070692,61.11929308,0,0,-5.602287769,0.539335489,-6.13204923,-0.828861782,678,727,0.997248968
ST25,rh,IOG_faces,22.93357229,59.71153846,40.28846154,7.211538462,56.05769231,100,0,59.71153846,40.28846154,0,0,-5.066871166,1.976335049,-8.868522922,0.871796373,275,301,0.96345515
TH,rh,IOG_faces,12.70117886,0,100,36.41975309,100,100,0,0,100,0,0,-3.563420773,-4.4433918,-3.410608234,-4.093305904,188,222,0.851351351
TL24,rh,IOG_faces,23.56687958,53.5326087,46.4673913,13.49637681,65.67028986,100,0,53.5326087,46.4673913,0,0,-5.497014999,-2.213451862,-7.934788434,0.328741138,221,276,0.800724638
JG24,rh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSH28,rh,IOG_faces,33.59926646,62.91983878,37.08016122,35.28884908,99.86565159,49.03716973,0,30.85535155,18.18181818,32.06448724,18.89834304,-3.159574986,5.60554266,0.102420542,1.698245761,131,222,0.59009009
KG22,rh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VN26,rh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRS22,rh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MBA24,rh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF,rh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENK05/ENK05_190317_19993_time_03_1,rh,ITG_limbs,27.47243354,5.150501672,94.84949833,14.84949833,59.46488294,97.25752508,0,5.150501672,92.10702341,0,2.742474916,-8.242462158,-6.670323849,-6.004901653,-5.467214353,383,648,0.683641975
ED07/ED07_190914_21286_time_04_1,rh,ITG_limbs,28.53173336,26.0707635,73.9292365,2.60707635,34.82309125,100,0,26.0707635,73.9292365,0,0,-12.43002415,-2.160326242,-10.57156735,-2.752981432,54,292,0.184931507
ENK05/ENK05_191208_21930_time_04_1,rh,ITG_limbs,25.89899467,0,100,6.546275395,47.70504138,100,0,0,100,0,0,-5.410614491,-7.831812859,-6.410320845,-6.990272425,272,465,0.595698925
INW06/INW06_191103_21656_time_04_1,rh,ITG_limbs,14.47698785,0,100,0,7.971014493,100,0,0,100,0,0,-6.38775301,-9.67630291,-6.381561947,-10.73947269,131,388,0.337628866
RJ09/RJ09_190914_21289_time_04_1,rh,ITG_limbs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AOK07/AOK07_191207_21927_time_04_1,rh,ITG_limbs,31.8624864,22.13930348,77.86069652,29.55223881,77.1641791,80.84577114,0,19.15422886,61.69154229,2.985074627,16.16915423,-9.490489006,-7.063123703,-4.024616428,-3.617452885,463,734,0.638964578
CS11/CS11_190203_19652_time_03_1,rh,ITG_limbs,25.67747928,24.17750574,75.82249426,7.727620505,50.87987758,100,0,24.17750574,75.82249426,0,0,-6.824351311,-8.617684364,-8.779536425,-2.69965138,75,127,0.590551181
GEJA09/GEJA09_190921_21343_time_04_1,rh,ITG_limbs,19.94391939,11.06870229,88.93129771,26.33587786,91.22137405,100,0,11.06870229,88.93129771,0,0,-6.626414776,-4.092740536,-5.22301894,-3.310251689,88,88,1
MDT09/MDT09_191006_21450_time_03_1,rh,ITG_limbs,24.93459816,7.804878049,92.19512195,13.7398374,62.5203252,100,0,7.804878049,92.19512195,0,0,-6.132610321,-8.484257698,-6.667154847,-4.570668226,616,759,0.811594203
DAPA10/DAPA10_190112_19476_time_03_1,rh,ITG_limbs,21.45607817,0,100,5.494505495,56.7032967,84.72527473,0,0,84.72527473,0,15.27472527,-2.748147488,-9.710194588,-3.11511499,-8.378620073,742,1008,0.736111111
STM10/STM10_190903_21220_time_03_1,rh,ITG_limbs,24.3924528,75.95581988,24.04418012,34.40951572,90.99405268,92.86321155,0,69.49872557,23.36448598,6.457094308,0.679694138,-4.926837921,0.388098478,-4.618178367,2.560797409,648,910,0.727472527
DAPA10/DAPA10_191012_21490_time_04_1,rh,ITG_limbs,21.14715237,50.33783784,49.66216216,0,38.17567568,100,0,50.33783784,49.66216216,0,0,-10.10642815,0.52305609,-10.56604836,0.024730694,331,628,0.538216561
CGSA11/CGSA11_190921_21340_time_04_1,rh,ITG_limbs,27.63898888,38.23335531,61.76664469,14.04087014,57.94330916,100,0,38.23335531,61.76664469,0,0,-12.82650948,-10.24137688,-8.169410588,-1.281065605,225,453,0.496688742
OS12/OS12_190725_20947_time_06_1,rh,ITG_limbs,10.34572374,0,100,0,0,100,0,0,100,0,0,-12.85094452,-3.300679207,-13.01127816,-2.441710365,22,23,0.956521739
CR24,rh,ITG_limbs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS22,rh,ITG_limbs,18.55114248,0,100,1.627218935,56.95266272,100,0,0,100,0,0,-8.538300514,-5.503017902,-6.426280351,-6.44988895,161,355,0.453521127
EM,rh,ITG_limbs,28.4216947,46.27426425,53.72573575,26.2366938,75.64182843,97.30745147,0,45.14715091,52.16030056,1.127113338,1.565435191,-6.137559414,-1.759913921,-6.210596449,-0.414844087,668,1018,0.656188605
ES,rh,ITG_limbs,23.16578025,0,100,0,31.16760829,100,0,0,100,0,0,-9.307890892,-13.675354,-7.849622025,-8.016060043,62,112,0.553571429
GB23,rh,ITG_limbs,29.85409474,34.10764873,65.89235127,16.14730878,58.13031161,100,0,34.10764873,65.89235127,0,0,-10.1624136,-2.71639204,-7.796429195,-1.883442187,233,347,0.671469741
JEW23,rh,ITG_limbs,20.6961304,0,100,0.236406619,44.79905437,79.43262411,0,0,79.43262411,0,20.56737589,-3.813795328,-8.472395897,-2.485930163,-9.680385607,253,336,0.75297619
JP23,rh,ITG_limbs,27.56080675,0,100,16.31299735,61.53846154,52.85145889,0,0,52.85145889,0,47.14854111,-1.257005692,-8.944687843,-0.302083354,-7.883896483,212,250,0.848
JW,rh,ITG_limbs,12.96660197,45.04504505,54.95495495,31.53153153,100,100,0,45.04504505,54.95495495,0,0,-6.396004677,-1.485067964,-5.596169696,-0.242491304,40,42,0.952380952
MG,rh,ITG_limbs,32.20072196,47.73502192,52.26497808,38.04188992,92.64490989,75.30443254,0,36.09352168,39.21091086,11.64150024,13.05406722,-5.344258785,-3.520350933,-3.297322183,-0.296428181,467,489,0.955010225
MJH25,rh,ITG_limbs,23.10789827,0,100,6.226415094,53.67924528,100,0,0,100,0,0,-5.096069813,-8.200311661,-6.356521965,-6.463427972,261,361,0.72299169
MN,rh,ITG_limbs,23.07688235,13.32703214,86.67296786,44.89603025,100,72.58979206,0,10.86956522,61.72022684,2.457466919,24.95274102,-1.736709237,-3.718699932,-2.091489368,-3.578853776,356,935,0.407486631
MW23,rh,ITG_limbs,33.17907455,42.14383875,57.85616125,36.05130554,90.3344022,74.1639945,0,31.60787907,42.55611544,10.53595969,15.30004581,-6.719967365,-5.682777882,-3.233062304,-1.021167503,889,1031,0.862269641
MZ23,rh,ITG_limbs,13.6951506,0,100,0,0,100,0,0,100,0,0,-8.282337189,-12.58213997,-7.939890273,-11.91725068,53,56,0.946428571
NAV22,rh,ITG_limbs,20.5269481,88.26347305,11.73652695,8.622754491,65.26946108,100,0,88.26347305,11.73652695,0,0,-5.910782337,1.838310242,-7.638576802,3.334787871,260,395,0.658227848
NC24,rh,ITG_limbs,23.59776818,75.90252708,24.09747292,47.6534296,100,79.42238267,0,59.11552347,20.30685921,16.78700361,3.790613718,-3.285557508,-3.252100945,-2.857929425,2.489322134,25,47,0.531914894
SP,rh,ITG_limbs,23.56011253,43.06569343,56.93430657,12.95620438,64.7810219,100,0,43.06569343,56.93430657,0,0,-9.463170052,0.11069259,-8.001688809,-0.643630747,750,1034,0.729206963
ST25,rh,ITG_limbs,21.51421865,47.05240175,52.94759825,0.545851528,42.3580786,100,0,47.05240175,52.94759825,0,0,-9.487003326,-2.023668051,-10.20065594,-0.236111872,376,583,0.644939966
TH,rh,ITG_limbs,23.87943067,0,100,6.007067138,51.06007067,78.71024735,0,0,78.71024735,0,21.28975265,-3.507537127,-9.203362465,-2.794091683,-8.840788248,789,1074,0.734636872
TL24,rh,ITG_limbs,26.40315165,18.84057971,81.15942029,7.608695652,49.05797101,100,0,18.84057971,81.15942029,0,0,-10.52208138,-3.398899078,-8.677508394,-3.41397352,320,358,0.893854749
JG24,rh,ITG_limbs,22.26804122,26.70050761,73.29949239,66.70050761,100,49.94923858,0,13.29949239,36.64974619,13.40101523,36.64974619,-2.448077679,0.759170473,0.010195399,-2.092024063,17,58,0.293103448
MSH28,rh,ITG_limbs,14.79240552,1.612903226,98.38709677,52.30414747,100,92.85714286,0,1.612903226,91.24423963,0,7.142857143,-2.317708492,-2.709109306,-2.790350796,-3.38185878,36,37,0.972972973
KG22,rh,ITG_limbs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VN26,rh,ITG_limbs,25.81694583,5.63594821,94.36405179,3.122619954,40.74638233,100,0,5.63594821,94.36405179,0,0,-11.10432911,-10.21972847,-8.900777674,-5.050095257,47,174,0.287356322
DRS22,rh,ITG_limbs,20.96665433,0,100,17.76239908,78.5467128,91.00346021,0,0,91.00346021,0,8.996539792,-2.817461967,-4.736093044,-3.740424016,-6.121456852,204,268,0.77238806
MBA24,rh,ITG_limbs,27.97927724,12.33053583,87.66946417,8.263395739,47.64364106,100,0,12.33053583,87.66946417,0,0,-11.0650816,-8.70596981,-8.297432638,-4.46343067,81,175,0.462857143
DF,rh,ITG_limbs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENK05/ENK05_190317_19993_time_03_1,rh,LOS_limbs,28.07419114,44.81434059,55.18565941,8.962868118,48.52752881,100,0,44.81434059,55.18565941,0,0,-14.54055595,-1.911782742,-9.29089942,-0.579268313,130,684,0.19005848
CLC06/CLC06_190912_21275_time_04_1,rh,LOS_limbs,25.95226822,56.25468165,43.74531835,38.72659176,94.45692884,90.33707865,0,50.48689139,39.85018727,5.767790262,3.895131086,-3.008834362,-0.454553276,-4.476220457,0.637781411,153,175,0.874285714
ED07/ED07_190914_21286_time_04_1,rh,LOS_limbs,25.93984747,35.43543544,64.56456456,5.555555556,46.02102102,100,0,35.43543544,64.56456456,0,0,-8.045601845,0.563177168,-9.557375841,-1.503377521,47,144,0.326388889
ENK05/ENK05_191208_21930_time_04_1,rh,LOS_limbs,26.42672846,10.60606061,89.39393939,7.287157287,48.1962482,100,0,10.60606061,89.39393939,0,0,-8.152920723,-10.06932163,-8.304780892,-4.463529743,240,682,0.356304985
INW06/INW06_191103_21656_time_04_1,rh,LOS_limbs,25.76937616,35.79588728,64.20411272,1.675552171,37.01447068,100,0,35.79588728,64.20411272,0,0,-11.4660759,-6.787952423,-10.5791263,-1.457966482,347,656,0.528963415
RJ09/RJ09_190914_21289_time_04_1,rh,LOS_limbs,22.09064362,18.0785124,81.9214876,0,25.20661157,100,0,18.0785124,81.9214876,0,0,-12.66133404,-6.715370655,-11.45899148,-2.886442564,539,1003,0.541375872
AOK07/AOK07_191207_21927_time_04_1,rh,LOS_limbs,21.28318398,28.53957637,71.46042363,7.469342252,61.09253066,100,0,28.53957637,71.46042363,0,0,-9.385666847,-3.643791437,-8.381136425,-1.836555399,180,324,0.555555556
CS11/CS11_190203_19652_time_03_1,rh,LOS_limbs,35.60223348,46.89243028,53.10756972,31.39442231,99.96015936,57.4501992,0,26.93227092,30.51792829,19.96015936,22.58964143,-5.824734211,-4.456215858,-1.047614051,-0.431542535,469,648,0.723765432
GEJA09/GEJA09_190921_21343_time_04_1,rh,LOS_limbs,16.34257961,0,100,0,39.39393939,100,0,0,100,0,0,-6.86096096,-8.345777512,-6.823065351,-7.835041146,95,499,0.216432866
MDT09/MDT09_191006_21450_time_03_1,rh,LOS_limbs,27.27637791,30.57065217,69.42934783,12.16032609,55.70652174,100,0,30.57065217,69.42934783,0,0,-12.83353233,-7.766112804,-8.2863275,-2.128887016,242,465,0.520430108
DAPA10/DAPA10_190112_19476_time_03_1,rh,LOS_limbs,24.74213029,4.286892003,95.713108,12.36603462,60.67600989,100,0,4.286892003,95.713108,0,0,-5.437955856,-7.656382561,-6.515068717,-5.080009146,744,792,0.939393939
STM10/STM10_190903_21220_time_03_1,rh,LOS_limbs,28.07044524,52.27710071,47.72289929,14.30404105,57.72931366,100,0,52.27710071,47.72289929,0,0,-9.80710125,-1.319230437,-8.262665117,0.234466691,1055,1358,0.776877761
DAPA10/DAPA10_191012_21490_time_04_1,rh,LOS_limbs,27.41058647,34.11843876,65.88156124,11.30551817,53.90309556,100,0,34.11843876,65.88156124,0,0,-8.878429413,-3.826345682,-8.565571531,-1.719146149,715,1186,0.602866779
CGSA11/CGSA11_190921_21340_time_04_1,rh,LOS_limbs,25.17883495,17.58154336,82.41845664,1.511535402,37.94749403,100,0,17.58154336,82.41845664,0,0,-8.880405426,-8.767106056,-10.00602519,-3.359282101,714,846,0.843971631
OS12/OS12_190725_20947_time_06_1,rh,LOS_limbs,20.32718689,83.69829684,16.30170316,0,27.12895377,100,0,83.69829684,16.30170316,0,0,-13.15331364,1.613878727,-11.15953604,2.859811516,93,127,0.732283465
CR24,rh,LOS_limbs,28.67715866,21.3801602,78.6198398,8.502772643,46.82686383,100,0,21.3801602,78.6198398,0,0,-10.80888081,-7.976120949,-8.855584715,-3.352574073,518,843,0.622775801
CS22,rh,LOS_limbs,27.30278394,0.474254743,99.52574526,0.203252033,28.86178862,100,0,0.474254743,99.52574526,0,0,-13.40651131,-7.434437752,-9.605340957,-6.582050342,33,793,0.041614124
EM,rh,LOS_limbs,26.56964947,36.76680973,63.23319027,23.31902718,74.24892704,100,0,36.76680973,63.23319027,0,0,-5.566037178,-7.276374817,-6.517652575,-1.40444785,1268,1746,0.726231386
ES,rh,LOS_limbs,29.36457385,31.69302871,68.30697129,10.31048623,48.97480961,100,0,31.69302871,68.30697129,0,0,-12.06164551,-2.306840658,-8.918320186,-2.124210413,470,1384,0.339595376
GB23,rh,LOS_limbs,21.47752609,0,100,13.56673961,70.67833698,100,0,0,100,0,0,-10.57287884,-6.813189507,-5.242600484,-5.68470997,326,390,0.835897436
JEW23,rh,LOS_limbs,30.35831738,35.16182117,64.83817883,29.45693911,77.94843664,90.45529347,0,32.52879868,57.92649479,2.63302249,6.911684037,-5.965000153,-4.401712418,-5.281187815,-1.778934658,1315,1533,0.857795173
JP23,rh,LOS_limbs,29.30828337,24.3100411,75.6899589,21.78508514,67.64533177,96.88784498,0,24.2513212,72.63652378,0.058719906,3.053435115,-5.72032547,-7.589947701,-6.266051416,-3.055760224,671,967,0.693898656
JW,rh,LOS_limbs,32.47484695,47.58257539,52.41742461,29.91862135,77.21397798,88.22403064,0,42.12541886,46.09861178,5.457156534,6.318812829,-8.976158142,-4.279509544,-5.273958179,-0.294728057,572,880,0.65
